MarketName,Street,City,County,State,Zipcode,Longitude,Latitude
LINN PLACE MARKET,20TH STREET and PARK PLACE,BIRMINGHAM,Jefferson,Alabama,35203,-86.808933,33.524519
Linn Street Farmers Market,203 E. Linn Street,Marshalltown,Marshall,Iowa,50158,-92.9096,42.0467
Linton Farmers' Market,State Route 54 (Humphreys Park),Linton,,Indiana,,-87.1359,39.0386
Lion's Park and Midland Spur Rd.,,Basalt,Eagle,Colorado,,-107.032824,39.368873
Lipoa Street Farmer's Market,95 Lipoa St.,Khei,,Hawaii,96753,-156.453,20.7484
Lisbon Farmers Market,800 Main Street,Lisbon,Ransom,North Dakota,58054,-97.6814,46.4385
Lisbon Farmers Market,North Main Street,Lisbon,Grafton,New Hampshire,3585,-71.910906,44.213322
Lisbon Farmers Market,Main Street,Lisbon,,Iowa,52253,-91.4035,41.9217
Lisle French Market,Downtown Lisle-Burlington,Lisle,DuPage,Illinois,60532,-88.0745,41.7984
Litchfield Hills Farm-Fresh Market,125 West Street,Litchfield,Litchfield,Connecticut,6759,-73.19319,41.74541
Litchfield Hills Farm-Fresh Market,421 Bantam Road,Litchfield,Litchfield,Connecticut,6759,-73.215272,41.736911
Lititz Farmers Market,45 North Water Street.,Lititz,Lancaster,Pennsylvania,17543,-76.30116,40.1573
Little Elm Farmers' Market,Eldorado and FM 423,Little Elm,Denton,Texas,75068,-96.887376,33.178271
Little Falls ABC Farmers Market & More,Union Ave. & Main St.,Little Falls,Passaic,New Jersey,,-74.2335,40.8828
Little Falls Farmers & Flea Market,"MBT Bank lot, Albany St.",Little Falls,Herkimer,New York,,-74.8583,43.0428
Little Falls Farmers Market,Northwest 1st Street,Little Falls,Morrison,Minnesota,56345,-94.3768,45.9793
Little Falls Original Farmers Market,2nd St. Se and Hwy 27,Little Falls,,Minnesota,,-94.361,45.9762
Little Horn State Bank Farmers Market,835 North Center Ave,Hardin,Big Horn,Montana,59034,-107.606,45.7372
Little Miss Sweet Peas Farmers Market,431 E. Geneva St.,Elkhorn,Walworth,Wisconsin,,-88.5355,42.6694
Little Rock River Market,River Market,Little Rock,Pulaski,Arkansas,72201,-92.2774,34.7461
Littlebird's Marketplace,Lawn at corner of School Lane and Pine Drive,Seeley Lake,Missoula,Montana,59868,-113.475,47.1668
Littleton Farmers Market,Litttle Senior Center off Cottage Street.,Littleton,Grafton,New Hampshire,3561,-71.7703,44.3056
Littleton Farmers' Market,7301 S Santa Fe Dr,Littleton,Douglas,Colorado,80120,-105.025263,39.582771
Live Oak Farmers Market,15th East Cliff Dr.,Live Oak,Santa Cruz,California,95062,-121.990087,36.963744
Livermore Certified Farmers Market,Carnegie Park at 3rd and J St.,Livermore,,California,94551,-121.768,37.6802
Livermore Farmers' Market,2152 Second Street,Livermore,Alameda,California,94550,-121.768545,37.679541
Livermore Farmers' Market,Railroad Ave. & L Street,Livermore,Alameda,California,94550,-121.7720489,37.6826009
Livingston Farmers Market,Northeast corner Livingston Ave and Mt. Pleasant Ave,Livingston,Essex,New Jersey,7039,-74.3151,40.7961
Livingston Farmers Market,115 Franklin Street,Livingston,Sumter,Alabama,35470,-88.1884,32.5833
Livingston Farmers Market,,Denham Springs,Livingston,Louisiana,,-90.9632,30.4842
Livingston Farmers Market,Miles Park-215 River Drive next to Civic Center,Livingston,Park,Montana,59047,-110.556697,45.654173
Livingston Farmers Market,Corner of Hwy 463 & Hwy 22,Madison,Madison,Mississippi,39110,-90.216589,32.550925
Livingston Farmers Market Co-op,111 U.S. Highway 59 North Loop,Livingston,Polk,Texas,77351,-94.947,30.6733
Livingston-Overton County Farmers Market,University & Spring Streetverton,Livingston,Overton,Tennessee,38570,-85.324,36.3857
Lloyd Farmers Market,800 NE Holladay St,Portland,Multnomah,Oregon,97232,-122.6573,45.52967
LMU Farmers Market,,Los Angeles,Los Angeles,California,,-118.2436849,34.0522342
Loachapoka Farmers Market,6545 Stage Road,Loachapoka,Lee,Alabama,36865,-85.599285,32.604332
"Local Bounty Coshocton, LLC",22951 S.R. 83 North,Coshocton,,Ohio,43812,-81.8695,40.2866
Local Farmers Market,110 1st Street E.,Park Rapids,Hubbard,Minnesota,56470,-95.0582094,46.9221774
Local Farmers Market at the Shoppes at the Flight Deck in Lexington,109 Old Chapin Rd.,Lexington,Lexington,South Carolina,29072,-81.2465,33.9878
Local Harvest Farmers Mkt at the Longmeadow Shops,666 Bliss St,Longmeadow,Hampden,Massachusetts,,-72.55693,42.056558
Local Kerrville Farmers Market,945 Barnett St.,Kerrville,,Texas,78028,-99.1337,30.0474
Local Roots Market & Cafe,140 S Walnut,Wooster,Wayne,Ohio,44691,-81.9414,40.7974
Local Works Berlin Farmers' Marketplace,Pleasant Street (Route 16 South),Berlin,Coos,New Hampshire,3570,-71.182131,44.469722
Local Works Bethlehem Farmers' Market,Main Street,Bethlehem,,New Hampshire,,-71.5778,43.6852
Locavore Farmers' Market,11330 Louetta Rd. (United Methodist Church Parkign Lot),Houston,,Texas,77070,-95.5888,29.9979
Lock Haven Farmers' Market,Jay & Main Street,Lock Haven,Clinton,Pennsylvania,17745,-77.4424,41.1368
Lockhart Main Street Farmers' Market,217 South Main Street,Lockhart,,Texas,78644,-97.6721,29.8835
Lockport Farmers Market,Pine Street and Walnut St,Lockport,Niagara,New York,14094,-78.6919,43.1688
Lockport Farmers Market,222E. 9th St.,Lockport,Will,Illinois,60441,-88.0548868,41.5895797
Locust Valley Farmers Market,"Forest Ave, across from Post Office",Locust Valley,Nassau,New York,,-73.6056,40.875
Lodi Farmers Market,"School St., Between Oak & Locust",Lodi,San Joaquin,California,95420,-121.261,38.1233
Lodi Heritage Farmers Market,509 East Eden,Lodi,San Joaquin,California,95420,-121.263,38.1279
Lodi Valley Farmers' Market,902 W Main St. (Hwy 113),Lodi,Columbia,Wisconsin,53555,-89.53785,43.32548
Logan County Farmers Market,Corner of Chillicothe and Detroit Street,Bellefontaine,Logan,Ohio,43311,-83.761311,40.3601
Logan County Farmers Market,255 John Paul Rd.,Russellville,Logan,Kentucky,42276,-86.8868,36.865
Logan Farmers Market I,85 Farmers Market Road,Chapmanville,Logan,West Virginia,25508,-82.011888,37.934771
Logan Square Farmers Market,Logan Blvd. east of Milwaukee Ave.,Chicago,Cook,Illinois,60647,-87.704458,41.928336
Logansport Farmers Market,4th and Market Street,Logansport,Cass,Indiana,46947,-86.365328,40.752621
Lompoc Farmers Market,Ocean St. & I St.,Nipomo,Santa Barbara,California,93444,-120.475218,35.043957
London Farmers Market,East 2nd Street,London,Madison,Ohio,43140,-83.4491,39.8868
london-Laurel County Farmers Market,Main and Dixie Streets,London,Laurel,Kentucky,40741,-84.08118,37.125406
Lone Star Farmers Market,12611 Suite 100 Shops Parkway,Bee Cave,Travis,Texas,78738,-97.942188,30.30567
Lonetree Farmers Market,Yosemite & Maximus,Lone Tree,,Colorado,,-104.885,39.5547
Long Beach Downtown Farmers Market,Fourth Street and North Waite Court,Long Beach,Los Angeles,California,90802,-118.19058,33.772056
Long Beach Farmers Market,126 Jeff Davis Avenue,Long Beach,Harrison,Mississippi,39560,-89.15108,30.34933
Long Beach Southeast CFM,6530 Marina Drive,Long Beach,Los Angeles,California,90803,-118.111171,33.755289
Long Beach Uptown Farmers Market,4600 Atlantic Avenue,Long Beach,Los Angeles,California,90807,-118.184657,33.842166
Long Island City Green Market,48th Ave between Vernon Blvd & 5th St,New York City,Queens,New York,,-73.956,40.7446
Long Neck Farmers Market,School Lane,Millsboro,,Delaware,19966,-75.1851,38.6296
Long Pine Farmers Market,Long Pine,Long Pine,Brown,Nebraska,69217,-99.7011,42.5344
Long Valley Green Market,20 Schooley's Mountain Rd.,Long Valley,,New Jersey,7853,-74.7798,40.7868
Long Wharf Farmers Market,Washington St.,Newport,NEWPORT,Rhode Island,,-71.321,41.495
Longleaf Farmers Market,3104 Town Avenue,New Port Richey,Pasco,Florida,34639,-82.6428,28.2038
Lookingglass Grange Farmers Market,7426 Lookingglass Road,Roseburg,Douglas,Oregon,97470,-123.485634,43.177386
Loris Farmers Market,Intersection of Meeting Street and Main St.,Loris,Horry,South Carolina,29569,-78.8905602,34.0565578
Lorton Farmers Market,8990 Lorton Station Blvd,Lorton,Fairfax,Virginia,22079,-77.2137,38.7147
Los Alamos Farmers' Market,20th & Central,Los Alamos,Los Alamos,New Mexico,,-106.304247,35.882896
Los Altos CFM,Springer Road,Los Altos,SANTA CLARA,California,,-122.096,37.3604
Los Altos Farmers Market,State Street and Second Street,Los Altos,San Mateo,California,94022,-122.1173752,37.3791712
Los Angeles Medical Center FM,4800 Hollywood Blvd.,Hollywood,Los Angeles,California,90027,-118.294605,34.101703
Los Banos Certified Farmers Market,Hwy 152 & Pacheco Park,Los Banos,Merced,California,93635,-120.845998,37.056648
Los Banos Farmers Market,7th St. & J St.,Le Grand,Merced,California,95333,-120.847,37.0597
Los Gatos Farmers Market,Montabello Way & Broadway,Los Gatos,Santa Clara,California,95030,-121.984,37.2216
Los Lunas Farmers' Market,1660 Main St. SE,Los Lunas,Valencia,New Mexico,,-106.7207,34.8045
Los Ranchos Growers Market,"City Hall, 6718 Rio Grande Blvd. NW",Los Ranchos,Bernalillo,New Mexico,87107,-106.65478,35.158547
Louisa County Farmers Market,Glen Marye Shopping Center Parking Lot,Louisa,Louisa,Virginia,23093,-78.0042,38.0251
Louisiana Farmers' Market,Georgia Street,Louisiana,Pike,Missouri,63353,-91.045653,39.450762
Louisville Farmers Market,153 South English Station Rd,Louisville,Jefferson,Kentucky,40245,-85.493095,38.238483
Louisville Farmers Market,824 Front Street,Louisville,Boulder,Colorado,80027,-105.1306795,39.9783836
Lourdes Health System,1601 Haddon Avenue,Camden,Camden,New Jersey,8103,-75.0963,39.9267
Lourdes Health System,218 Sunset Road,Willingboro,Burlington,New Jersey,8046,-74.8819,40.0474
Love Your Neighbor's Friday at the Market,20 N Main Street,Brooksville,,Florida,34601,-82.3867,28.5553
Loveland Farmers Market,3133 North Garfield Avenue,Loveland,Larimer,Colorado,80538,-105.078338,40.425348
Loveland Farmers' Market,136 Broadway Street,Loveland,Clermont,Ohio,45140,-84.257542,39.266843
Lovell Farmers Market,just out of village by the wicked good store,Lovell/ Rt5,Oxford,Maine,4051,-70.8885,44.1361
Lovell Farmers Market,262 E Main St,Lovell,Big Horn,Wyoming,82431,-108.387905,44.83721
Lovettsville Farmers Market,Game Protective Association - Rte. 287,Lovettsville,Loudoun,Virginia,20180,-77.6416,39.271
Lovingston Farm Market,2327 Laurel Road,SHIPMAN,,Virginia,22971,-78.7475,37.7996
Low Line Market,3411 N Southport Ave,Chicago,Cook,Illinois,60657,-87.663967,41.943815
Lowell Area Farmers' Market,2111 West Main St,Lowell,Kent,Michigan,49331,-85.362525,42.931448
Lowell Farmers' Market,200 E. Second Street,Lowell,Gaston,North Carolina,28098,-81.0994,35.2668
Lowell Farmers' Market- Downtown,"City Hall, JFK Plaza 50 Arcand Drive","Lowell, Ma",Middlesex,Massachusetts,1852,-71.313987,42.646247
Lowell Farmers' Market-Highlands Satellite,114 Pine Street,Lowell,Middlesex,Massachusetts,1851,-71.33118,42.633351
Lower Amsterdam Farmers Market,"Roosevelt Apts., Division St.",New York City,Montgomery,New York,,-73.9942,40.7143
Lower East Side Girls Club FM,"La Plaza Garden, 9th St. & Avenue C",New York,Chenango,New York,,-75.6116,42.4935
Lower East Side Youthmarket,Grand St. and Abraham Pl.,New York,New York,New York,10007,-73.9834,40.7149
Lower Makefield Farmers Market,Edgewood Rd. and Heacock Rd.,Lower Makefield,Bucks,Pennsylvania,19067,-77.8028,40.8749
Lower Township Farmers Market,2600 Bayshore Rd.,Lower Twp.,Cape May,New Jersey,,-74.937,39.0088
Lower Valley Farmers Market,203 1 street,Wallowa,Wallowa,Oregon,97885,-117.527583,45.570469
Lowery Hanger 2 Farmers Market,,Lowery,,Colorado,,-104.897,39.722
Lowndes County Farmers Market,Highway 21 South,Hayneville,Lowndes,Alabama,36040,-86.6811,32.1887
Lowry Farmers' Market,7581 East Academy Blvd.,Denver,Denver,Colorado,80230,-104.896127,39.719596
Lowville Farmers Market,5473 Bostwick Street,Lowville,Lewis,New York,13367,-75.490904,43.793185
Loyal Farmers Market,139 N Main St.,Loyal,Clark,Wisconsin,54446,-90.496144,44.734814
Loyola University Chicago Farmers' Market,6590 North Sheridan Rd,Chicago,Cook,Illinois,60626,-87.660985,42.002398
Luau Farmers Market,333 International Road,Honolulu,Honolulu,Hawaii,96801,-157.858,21.3069
Lubbock Downtown Farmers Market,19th St and Buddy Holly,Lubbock,,Texas,79401,-101.844,33.5779
Lucas Farmers Market,"Lucas Memorial Park, Junction Highways 65 & 34",Lucas,Lucas,Iowa,50151,-90.1786,41.8723
Ludington Farmer's Market,North James Street Plaza,Ludington,Mason,Michigan,49431,-86.447811,43.955676
Ludlow Farmers Market Inc.,53 Main Street,Ludlow,Windsor,Vermont,5149,-72.689924,43.3968
Lumberland Community Market,Lumberland Town Hall 1054 Proctor Rd.,Glen Spey,,New York,12737,-74.8169,41.4802
Lunenburg,960 Massachusetts Avenue,Lunenburg,Worcester,Massachusetts,1462,-71.7246,42.5948
Lunenburg Farmers' Market,"Lunenburg Town Common, Route 2",Lunenburg,Essex,Vermont,5906,-71.682894,44.463421
Luray/Page County Farmers Market,Luray-Norfolk Western Train Depot,Luray,Page,Virginia,22835,-78.4595,38.6654
Lusk Farmers Market,327 S Main Street,Lusk,Niobrara,Wyoming,82225,-104.453,42.7619
Lutheran Church of the Resurrection-Seeds of Hope,3707 Moss Ave.,Columbia,Richland,South Carolina,29205,-80.9901,33.9868
Lutheran Market,150 55th Street,BROOKLYN,New York,New York,11220,-75.5123,42.9467
Luvene Farmers Market,"Redbird Rd., East Main Street",Luverne,,Minnesota,56156,-96.2051,43.6542
Lyme Farmers Market,78 Bill Hill Rd,Lyme,New London,Connecticut,6371,-72.335758,41.359722
Lynchburg Community Market,1219 Main Street,Lynchburg,Lynchburg,Virginia,24504,-79.140195,37.411585
Lynchfield Farmers Market,Rte 119 N.,Greensburg,Westmoreland,Pennsylvania,15601,-79.5481,40.2855
Lynden Farmers Market,324 Front Street,Lynden,Whatcom,Washington,98264,-122.451674,48.943296
Lyndon Farmers Market,Bandstand Park on Rte 5,Lyndonville,Caledonia,Vermont,5842,-72.004983,44.536297
Lyndon Farmers' Market,7515 Westport Road,Louisville,Jefferson,Kentucky,40222,-85.612137,38.272882
Lyndonville Farmers' Market,"Main Street, US Rt. 5",Lyndonville,Caledonia,Vermont,5851,-72.005,44.5363
Lynn Haven Farmers Market,903 Ohio Ave.,Lynn Haven,Bay,Florida,32444,-85.648127,30.244424
"Lynn, Central Square",Corner of Union & Exchange Streets,Lynn,Essex,Massachusetts,1901,-70.9430938,42.4636031
Lynwood Farmers Market,Martin Luther King & Cesar Chavez Lane,Compton,Los Angeles,California,90221,-121.972,37.248
Lyon Farmers Market,Commercial St.,Lyons,,Kansas,67554,-98.2103,38.3467
Lyons Falls Farmers' Market,"6904 Laura Street, Riverside Park",Lyons Falls,Lewis,New York,13368,-75.357015,43.61452
Lyons Farmers Market,"Wayne County Court House, 26 Church St",Lyons Falls,Wayne,New York,,-75.3611,43.6186
Lyons Farmers Market,4 Square Park,Clinton,Clinton,Iowa,52732,-90.1906,41.8529
Mableton Farmers Market,5239 Floyd Road,Mableton,Cobb,Georgia,30126,-84.5758331,33.8261859
Macedon Farmers Market,32 Main St.,Macedon,Wayne,New York,14502,-77.307841,43.066975
Macedonia Farmer's Market,1494 E Aurora Rd,Macedonia,,Ohio,44056,-81.486,41.3107
Mackay Community Farmers Market,Pine and Elm,Mackay,Custer,Idaho,83251,-114.282,44.2412
Macomb Farmers Market,Court House Square,Macomb,McDonough,Illinois,61455,-90.6711,40.4592
Macon County Farmers Market,Intersection of Elm & Spring Streets,Tuskegee,Macon,Alabama,36083,-85.693445,32.425706
Macon County Farmers Market,Key Park on Church Street,Lafayette,Macon,Tennessee,37083,-86.0117,36.5387
Macon State Farmers Market,2055 Eisenhower Parkway,Macon,Bibb,Georgia,31206,-83.6832,32.8175
Macungie Farmers Market,100 N. Walnut Street,Macungie,Lehigh,Pennsylvania,18062,-75.549502,40.515137
Mad Cap Hill Farmers Market,20th Ave.,Seattle,King,Washington,98127,-122.306,47.6101
Mad Planter Open Air Market,1864 Chocorua Mt Highway (Route 16),Silver Lake,,New Hampshire,,-71.5778,43.6852
Made in Bent Market,Bent County Fair Grounds- West Hwy 50,Las Animas,Bent,Colorado,81054,-103.236294,38.064801
Madeira Farmers Market,Dawson Rd and Miami Ave,Madeira,Hamilton,Ohio,45243,-84.363323,39.188124
Madeira Farmers Market,8000 Miami Ave,Madeira,Hamilton,Ohio,45243,-84.361117,39.203094
Madelia Community Hospital Farmers Market,Drew Ave,Madelia,Watonwan,Minnesota,56062,-94.40926,44.04915
Madera County Farmers' Market,210 W. Yosemite,Madera,Madera,California,93637,-120.0606,36.96059
Madison City Farmers Market,1282 Hughes Road,Madison,Madison,Alabama,35758,-86.741779,34.740094
Madison County Farmers & Artisans Market,Hwy 213,Mars Hill,Madison,North Carolina,28754,-82.55427,35.8264
Madison County Farmers Market,112 N. John Wayne Dr.,Winterset,Madison,Iowa,50273,-94.013604,41.335238
Madison County Farmers Market,1022 Cook Avenue,Huntsville,Madison,Alabama,35804,-86.598946,34.743321
Madison County Farmers' Market,1110 Fairgrounds Road (Hoover Ridge Park),Madison,Madison,Virginia,22727,-78.262053,38.367031
Madison County Farmers' Market,North Main Street,Fredericktown,Madison,Missouri,63645,-90.2943,37.5636
Madison County Farmers' Market,"Town Square, Main Street",Huntsville,Madison,Arkansas,72740,-93.7408,36.0868
Madison Farm to Fork Farmers Market,118 Williams Street,Ennis,Madison,Montana,59729,-111.731129,45.34925
Madison Farmers Market,Main & Broadway Streets,Broadway Fountain,Jefferson,Indiana,47250,-85.3831,38.7369
MADISON FARMERS’ MARKET,Madison Historic Town Green,Madison,New Haven,Connecticut,,-72.558517,41.265937
Madison Garden Center,9640 West Broad St.,West Jefferson,Madison,Ohio,43162,-82.7353,39.8177
Madison Indiana Farmers Market,Broadway Fountain,Madison,,Indiana,47250,-85.3773,38.7369
Madison NJ Farmers Market,Green Village Road and Main Street,Madison,Morris,New Jersey,7940,-74.416709,40.759414
Madison Street Park,2884 Madison Street,Marianna,Jackson,Florida,32446,-85.2252,30.7756
Madras Saturday Market,7th St between B & C,Madras,Jefferson,Oregon,97741,-121.127,44.6354
Madrona Farmers Market,1126 Martin Luther King Jr. Way,Seattle,King,Washington,98122,-122.295856,47.612651
Maggie Valley Farmers Tailgate Market,2701 Soco Road,Maggie Valley,Haywood,North Carolina,28751,-83.0702,35.5126
Magicland Farms,4380 S. Gordon,Fremont,Newaygo,Michigan,49412,-85.8183,43.4694
Magnolia Farmers Market,Downtown Along The Railroad,Magnolia,Pike,Mississippi,39652,-90.4587,31.1434
Magnolia Farmers Market,33rd Ave W and W McGraw Str,Seattle,King,Washington,98199,-122.399956,47.6394882
Mahaney Park,1545 Pleasant Grove Blvd,Roseville,Placer,California,,-121.335,38.768
Mahiku Farmers Market,41-1009 Mahiku Pl,Waimanalo,,Hawaii,96795,-157.741,21.3431
Mahoney's Garden Center,165 Princeton Street,Chelmsford,Middlesex,Massachusetts,1863,-71.3752,42.6322
Mahoney's Garden Center,958 East Falmouth Hwy,East Falmouth,Barnstable,Massachusetts,2536,-70.5404,41.5794
Mahtomedi Area Farmers' Market,93 Mahtomedi Avenue,Mahtomedi,Washington,Minnesota,55115,-92.9592,45.0569
Maidstone Farmer's Market,11833 Aspengraf Lane,New Kent,,Virginia,23124,-76.9896,37.5121
Main Plaza Farmers' Market,115 Main Ave,San Antonio,Bexar,Texas,78205,-98.49381,29.42429
Main Street Beatrice Farmers Market,111 S 8th St,Beatrice,Gage,Nebraska,68310,-96.744049,40.264693
Main Street Bridge Farmer's Market,53-75 Main St.,Nashua,Hillsborough,New Hampshire,3060,-71.4664,42.7635
Main Street Calumet Market,200 Fifth Street,Calumet,Houghton,Michigan,49913,-88.4525322,47.2453755
Main Street Calumet Market,Agassiz Park,Calumet,Houghton,Michigan,49913,-88.451014,47.245445
